"","date","mod JHH","mod SH","mod BMC","mod HCGH","mod SMH","pess JHH","pess SH","pess BMC","pess HCGH","pess SMH","cat JHH","cat SH","cat BMC","cat HCGH","cat SMH"
"470",2021-06-13,12.3939692982456,-5.53180473372781,9.14606741573034,-6.937895716946,-0.635294117647059,13.1264509875197,-5.63552826788913,8.11518170296797,-8.55343511450383,-0.385149201943077,13.2786976424811,-8.04975960533469,8.86962745098041,-7.02216004314276,-0.754268476621412
"471",2021-06-14,12.3939692982456,-5.53180473372781,9.14606741573034,-6.937895716946,-0.635294117647059,12.9265297661147,-5.44305021249169,8.3824006731983,-8.58720052573182,-0.400581606688459,13.2741267669858,-8.07837078417477,8.57838564401028,-7.07923429428426,-0.766590699106862
"472",2021-06-15,12.3939692982456,-5.53180473372781,9.14606741573034,-6.937895716946,-0.635294117647059,12.8715654875141,-5.59190290808184,8.27198871823171,-8.6121681667996,-0.396454075350881,13.1862939197784,-8.05959951708923,8.68543876567023,-7.10313447758704,-0.72388591800356
"473",2021-06-16,12.3939692982456,-5.53180473372781,9.14606741573034,-6.937895716946,-0.635294117647059,12.8715654875141,-5.59190290808184,8.27198871823171,-8.6121681667996,-0.396454075350881,13.3698598334252,-7.98418111382808,8.70343054869009,-7.06203681543374,-0.711415903044629
"474",2021-06-17,12.3939692982456,-5.53180473372781,9.14606741573034,-6.937895716946,-0.635294117647059,12.8715654875141,-5.59190290808184,8.27198871823171,-8.6121681667996,-0.396454075350881,13.1808533594899,-7.86976801410782,8.48055690915422,-7.03924280350435,-0.665105653912045
"475",2021-06-18,12.3939692982456,-5.53180473372781,9.14606741573034,-6.937895716946,-0.635294117647059,12.8715654875141,-5.59190290808184,8.27198871823171,-8.6121681667996,-0.396454075350881,13.1205925840025,-7.98880210907894,8.11228912319647,-7.13745624565613,-0.688673587081886
"476",2021-06-19,12.3939692982456,-5.53180473372781,9.14606741573034,-6.937895716946,-0.635294117647059,12.8715654875141,-5.59190290808184,8.27198871823171,-8.6121681667996,-0.396454075350881,13.1205925840025,-7.98880210907894,8.11228912319647,-7.13745624565613,-0.688673587081886
"477",2021-06-20,12.3939692982456,-5.53180473372781,9.14606741573034,-6.937895716946,-0.635294117647059,12.8715654875141,-5.59190290808184,8.27198871823171,-8.6121681667996,-0.396454075350881,13.1205925840025,-7.98880210907894,8.11228912319647,-7.13745624565613,-0.688673587081886
"478",2021-06-21,12.3939692982456,-5.53180473372781,9.14606741573034,-6.937895716946,-0.635294117647059,12.8715654875141,-5.59190290808184,8.27198871823171,-8.6121681667996,-0.396454075350881,13.1205925840025,-7.98880210907894,8.11228912319647,-7.13745624565613,-0.688673587081886
"479",2021-06-22,12.3939692982456,-5.53180473372781,9.14606741573034,-6.937895716946,-0.635294117647059,12.8715654875141,-5.59190290808184,8.27198871823171,-8.6121681667996,-0.396454075350881,13.1205925840025,-7.98880210907894,8.11228912319647,-7.13745624565613,-0.688673587081886
"480",2021-06-23,12.3939692982456,-5.53180473372781,9.14606741573034,-6.937895716946,-0.635294117647059,12.8715654875141,-5.59190290808184,8.27198871823171,-8.6121681667996,-0.396454075350881,13.1205925840025,-7.98880210907894,8.11228912319647,-7.13745624565613,-0.688673587081886
"481",2021-06-24,12.3939692982456,-5.53180473372781,9.14606741573034,-6.937895716946,-0.635294117647059,12.8715654875141,-5.59190290808184,8.27198871823171,-8.6121681667996,-0.396454075350881,13.1205925840025,-7.98880210907894,8.11228912319647,-7.13745624565613,-0.688673587081886
"482",2021-06-25,12.3939692982456,-5.53180473372781,9.14606741573034,-6.937895716946,-0.635294117647059,12.8715654875141,-5.59190290808184,8.27198871823171,-8.6121681667996,-0.396454075350881,13.1205925840025,-7.98880210907894,8.11228912319647,-7.13745624565613,-0.688673587081886
"483",2021-06-26,12.3939692982456,-5.53180473372781,9.14606741573034,-6.937895716946,-0.635294117647059,12.8715654875141,-5.59190290808184,8.27198871823171,-8.6121681667996,-0.396454075350881,13.1205925840025,-7.98880210907894,8.11228912319647,-7.13745624565613,-0.688673587081886
"484",2021-06-27,12.3939692982456,-5.53180473372781,9.14606741573034,-6.937895716946,-0.635294117647059,12.8715654875141,-5.59190290808184,8.27198871823171,-8.6121681667996,-0.396454075350881,13.1205925840025,-7.98880210907894,8.11228912319647,-7.13745624565613,-0.688673587081886
"485",2021-06-28,12.3939692982456,-5.53180473372781,9.14606741573034,-6.937895716946,-0.635294117647059,12.8715654875141,-5.59190290808184,8.27198871823171,-8.6121681667996,-0.396454075350881,13.1205925840025,-7.98880210907894,8.11228912319647,-7.13745624565613,-0.688673587081886
"486",2021-06-29,12.3939692982456,-5.53180473372781,9.14606741573034,-6.937895716946,-0.635294117647059,12.8715654875141,-5.59190290808184,8.27198871823171,-8.6121681667996,-0.396454075350881,13.1205925840025,-7.98880210907894,8.11228912319647,-7.13745624565613,-0.688673587081886
"487",2021-06-30,12.3939692982456,-5.53180473372781,9.14606741573034,-6.937895716946,-0.635294117647059,12.8715654875141,-5.59190290808184,8.27198871823171,-8.6121681667996,-0.396454075350881,13.1205925840025,-7.98880210907894,8.11228912319647,-7.13745624565613,-0.688673587081886
