"","date","opt JHH","opt SH","opt BMC","opt HCGH","opt SMH","mod JHH","mod SH","mod BMC","mod HCGH","mod SMH","pess JHH","pess SH","pess BMC","pess HCGH","pess SMH","NA","NA","NA","NA","NA"
"248",2020-11-03,2.49708510210092,6.81844581835941,1.40377667348335,6.92079132181289,1.77019414843614,2.36305294151222,7.54960731725291,1.30434012244002,7.05423702076492,1.59560438729911,2.41971011188944,6.0510420634416,1.4928443241295,5.80539042624954,1.87507683760862,2.5588083163848,4.64312327533956,1.54510315189634,5.4725308359113,2.02295421352042
"249",2020-11-04,3.30769745184829,6.997990788493,2.25203443659147,5.8846400750703,1.99981799264046,2.93252595978298,7.55641788833539,2.12687019292629,5.96471678832142,1.69603750249708,3.72460666708704,6.21836431301092,2.41340200147053,5.00251275349693,2.36748749216971,3.99679559147075,4.50381782491255,1.98742138209289,4.30245206248716,2.9367286221236
"250",2020-11-05,3.89364541960296,6.93306659844281,2.40206257880248,6.26602534310444,2.01189165338146,3.44439466312095,7.41619848709566,2.30553696259051,6.44701816422728,1.68597356406041,4.39356243142014,6.67309451175983,2.39856689316506,5.33639362923047,2.36044138281663,4.50816966739274,5.14281963031954,1.65600233997419,5.14271329163896,2.93020370452295
"251",2020-11-06,4.57932581837766,6.92132776874912,2.12172926121023,4.75138410887135,1.85069636793189,4.11272699308086,7.14538302879964,2.03003848274524,5.06652418848837,1.54856785910922,5.13669480808987,6.75147327874964,2.11960200769606,4.18624983558092,2.12195121951219,4.73020546593909,6.05965139261327,1.56519767122239,4.16082924427331,2.43400390303713
"252",2020-11-07,4.53873458423172,6.92481541302386,2.53903496169852,5.85823859625105,2.08522813361985,4.17895307870514,6.95722281126182,2.36071165829453,6.02227091001229,1.87988047952096,5.40876687166132,7.12671073840099,2.64473931494607,4.75073180749263,2.16084346895443,5.42304112099475,6.61702350003383,2.14184499906039,5.19216657571769,2.21186431545879
"253",2020-11-08,4.73096226270936,7.27874145492261,2.64415950905586,6.95176700387798,2.21156481979857,4.42204036787196,7.35917165225865,2.34628606504829,7.38298636422424,2.04669428005125,5.39531821633925,7.46051474030867,2.72549380448511,5.59781337440415,2.26645611460992,5.30589295029592,7.43908596535892,2.23295628036019,5.75259452334336,2.44629822384762
"254",2020-11-09,5.0634739290571,6.97435702763654,2.56213521755063,6.9988091047311,2.29175776550551,4.58882013519773,6.91011266655413,2.39211668240122,7.58103795586991,2.06595633617712,5.71585769148567,7.6394433427152,2.57201453622233,5.35675503539416,2.24588989396718,5.9394865097919,7.1316964145987,2.26812146941031,5.07592356128419,2.72477063254873
"255",2020-11-10,4.81814196344476,6.8961928126171,2.54715531409695,7.26034846655839,2.29227654898771,4.16583324998333,6.70682350159011,2.31955071095371,7.76546644676303,2.14996331356074,5.39472554006112,7.79195767456046,2.73108115645888,5.70566215322829,2.31514682440669,5.63715353702558,7.22253418129675,2.62380925373778,5.22200871312946,2.7481527886928
"256",2020-11-11,5.19135635318465,5.95518624795516,2.44431293584932,7.50463145761117,2.10734978096256,4.51080854060403,6.07715030502817,2.20704695043549,7.75516996459125,1.95234286465766,5.8481300112256,6.81502216190248,2.50306177769122,6.03652377401444,2.10166926092855,6.20603285118601,5.76290671015938,2.72760769723214,5.82317567998768,2.37381549409384
"257",2020-11-12,5.58661521865438,6.55792883722329,2.51570330807645,6.56692188949437,1.49658058650908,5.07957933300331,6.79821347467023,2.26674155649704,7.17439051674037,1.39209506478909,5.87936428959223,6.63701516163705,2.41315549700112,5.60430541132146,1.37734711253615,5.90148286450109,5.70765659005515,2.76631523872461,5.27338541640946,1.55598642346262
"258",2020-11-13,5.82007144076657,6.90435167641647,2.47267088156784,6.75168036134084,1.6234049752763,5.46377112666281,6.66872396240046,2.27114360586548,7.30232759743029,1.54235470132242,6.4653126527492,7.62858248118344,2.33997030645651,6.34863571885955,1.35255943073949,6.31684256571272,6.4344653041259,2.63142071892733,6.30712642571877,1.78728145517151
"259",2020-11-14,5.47888231071811,6.71827998681342,2.48100845342341,6.35834468726159,1.7324640619878,5.31523420722367,6.35595375597936,2.21269175465029,6.68876866099242,1.688336491858,6.06272978492141,6.78522382415223,2.41971011188944,6.22271557867714,1.46752471610719,5.65628798329788,5.75476704567613,2.62678510731274,6.78784529508444,1.91666213767581
"260",2020-11-15,5.55723540921941,7.13976151706865,2.66190414909126,6.19993745462507,1.70505982398655,5.61743318211757,6.71435490039029,2.45499616554477,6.32170119791068,1.69671978378616,6.22554704824968,6.98571883901714,2.53884163255945,6.19003055620359,1.52906599976843,5.9402099079073,5.97754914241615,2.72660503190323,7.12934078298969,2.06605753792096
"261",2020-11-16,5.76710765332541,7.33500018191637,2.66642196779049,6.40445621268757,1.83296249568624,5.8531116787339,7.36726972747105,2.51925030218278,6.49443150734277,1.77825996547217,6.82626240468447,7.21226770668788,2.60875864230049,6.83527610306387,1.65979149081454,6.73999258159829,6.54025993367236,2.85916836685075,7.92771049862443,2.10356839679626
"262",2020-11-17,5.85314964948262,7.53355794941696,2.47547606564053,7.59915407229498,1.86923582340958,5.65821810279221,7.81839044055314,2.31577757756476,7.24445769899567,1.80503316279587,6.85032685273426,7.62736393174557,2.45812641758524,7.56184102049721,1.72137073059453,6.51800391224184,6.8408698277339,2.89609111562465,8.71191712540931,2.1540659228538
"263",2020-11-18,5.61132829781327,7.88611641429316,2.53643401982898,7.66086036792475,1.83320078173836,5.37713494780572,8.19362310175466,2.35039324847919,7.4843458029921,1.87677670737034,6.88661678760319,8.19250829401663,2.65408555567135,7.77253205913948,1.88929952805853,6.64585161961956,7.74398960484839,3.23177582762171,8.12779759528988,2.37684139142687
"264",2020-11-19,5.18408722610652,7.51910377280858,2.6843268103767,8.19931168907031,2.02294585500857,5.11691163070932,8.07884564239101,2.50342700640663,8.2312835871725,2.02731264748305,6.47923742033566,7.54278890632804,3.07822368178438,8.38570495490509,2.15274129018394,6.2106762916771,6.67868578015166,3.51060892154054,8.19328040225647,2.5825133107111
"265",2020-11-20,5.26999669362482,7.45843717432517,2.71665832844118,8.21559394608904,2.09040034279253,5.17912178550918,8.04055116039709,2.54769321951069,8.26317690677094,2.14199309773095,6.76662251421278,7.17114649538682,2.92278684252363,8.49937009948636,2.22272616402425,6.40525906970202,6.79816151617479,3.39337590019143,8.37332072716673,2.61235047418986
"266",2020-11-21,5.6594318076594,7.25456726122835,2.73417209708318,8.48819219168641,2.0445070851642,5.64328114531325,7.99315979863592,2.42726850041644,8.51741136122333,2.07423941139939,6.89269328361295,6.69503309728235,2.90489750356984,8.84741599450896,2.28865759759912,6.66028340237861,6.58500901669846,3.49890607904814,8.84021351552099,2.87595092969265
"267",2020-11-22,4.96087729887183,6.93501239040392,2.81154371875269,8.41187493276566,1.98147160138692,5.10495973094748,7.74611611162748,2.32221040814527,8.62853176135157,2.1287437771106,5.89169552379887,6.86498716535492,3.0153286752245,9.40142666404694,2.41626577049104,5.33244784315796,7.24033838988206,3.39079636663719,9.50985508564668,2.98914703552703
"268",2020-11-23,4.83804035463244,7.02910614026507,2.88882552555207,8.2131951772754,2.05983205689176,4.99837936698449,7.94248011629901,2.61450724767558,8.73228168832322,2.19145365814622,5.66343616726647,7.02439024390244,3.04558368985285,9.61230156952094,2.59248903664336,5.16139516022558,7.73901439138086,3.29307986541475,10.7105088581262,3.10541361979367
"269",2020-11-24,4.73305455608241,7.43946425370467,2.88255220834882,8.26743941559441,2.13625050292903,5.09440203544689,8.48703420854803,2.66130827383734,8.8114489372131,2.08814259718364,5.15967524767897,7.37829066323924,2.95987442857912,10.6454473963144,2.67148335563834,5.14289558517378,7.81968669449103,3.48027926322012,11.6420506677303,3.09815973603686
"270",2020-11-25,4.75820761294968,7.48667351222022,2.98280641698168,8.3134759811802,1.9764195088798,4.99007932125063,8.36079836173208,2.80595278938214,9.20977052449488,2.01611732816639,4.95356186333116,7.52228495669108,3.09133713120626,10.760693946295,2.69553578105288,5.13803221087607,8.46824029831464,3.5134562755213,12.4930918410936,2.94084915458104
"271",2020-11-26,4.89029345037887,7.57365092332484,2.98343278270509,8.54303376738274,1.89245927853043,5.07674301259304,8.24826435581462,2.80993729457639,9.32003664104373,2.16078260856604,4.72699035694196,7.68911868184578,3.23097092392415,10.6551942630281,2.635501006681,5.18276892693471,8.9782288760089,3.62551720448269,13.0254498482778,2.94788059459674
"272",2020-11-27,4.68859945893347,7.48882218479966,3.12172272277547,8.53563956930837,1.95348614833042,5.13761245408751,8.45467216877636,2.97722263113394,9.53368783334674,2.07991489089356,5.19673912766223,7.98794451562922,3.56558755805356,10.3358604817248,2.71302408809026,5.87148831217435,10.2119721405809,3.56712419183857,13.2489091532096,2.93361445149154
"273",2020-11-28,4.75257905694312,7.59208715868549,3.25793457398534,8.89635805996217,1.97246202014829,5.42434561742051,8.56114536008724,3.16264364334884,9.78196809761848,2.23796506995105,5.36923396851779,8.2825260611482,3.52867070639836,11.4350778464318,2.8560808980789,6.16461677641036,10.9207371546064,3.75979969546251,14.3120960641689,3.07487296485562
"274",2020-11-29,4.58670159718872,7.89572041879874,3.25640728494539,8.96347889999375,2.05288141744751,5.21795202350653,8.08168919684174,3.07914574938462,9.96097925315357,2.20461776872383,5.4722815677025,8.74063618962631,3.38684247686797,11.2815358774817,2.82147792055104,6.54174097622338,11.7812350795661,4.03453838747384,14.6222219583755,3.28326723706737
"275",2020-11-30,4.74302127541042,7.70720157397109,3.28969633370874,8.78426927176308,2.11137625257184,5.37901602926341,8.2829961180335,3.09818744302193,9.83458874597556,2.39446306314551,5.65706456883696,8.82809755073304,3.57566715423268,11.2334550161666,2.89320112168469,6.78965205294056,12.7283578575557,4.51774279923061,15.5988581312864,3.5247118676567
"276",2020-12-01,4.66644710705855,7.9266579118616,3.31325376529438,9.09565859973351,2.1582314672714,5.48207579360763,8.30189543201192,3.18307154246405,10.1088172340317,2.523483667804,6.28317489284572,8.47595191448329,3.75587978462749,11.6423055195621,3.02586510065742,7.57792847683323,13.3822118407235,4.60101890889399,16.7839022578184,3.76156549856572
"277",2020-12-02,4.63962007078414,7.72476309423433,3.35301203453037,9.14228648210588,2.13297648418448,5.6958820829027,8.19494139526814,3.29234053111757,10.1752982315758,2.50978879201443,6.81854558905561,8.53655052257697,3.85797843701387,11.886465941391,3.0081190946844,7.99234008285433,14.373233587123,5.01932204087365,17.4613143835165,3.89358446678636
"278",2020-12-03,4.44725833792678,7.353222942758,3.36160609599974,9.3823239973606,2.17024007956735,5.78611103702518,8.28481244711977,3.38093582064487,10.3960124451611,2.51122309375567,6.86312383456616,8.29225249958986,3.76961457594275,12.0707869043482,3.04294563605102,8.83458226233703,14.842822339434,5.37515988134307,19.1194885849491,4.07582430313182
"279",2020-12-04,4.56114543283722,7.28130809984936,3.28569582198784,9.62347768581078,2.12667578270265,5.62148381185196,8.22870531863005,3.29498257216812,10.6979792138169,2.63970097965712,6.46760103722242,8.79620037217817,3.77475962572516,12.9091457510331,3.03940020383104,10.4947605975553,15.3224508483467,5.58340174087447,21.5681478110662,4.22758796478559
"280",2020-12-05,4.64980272577544,7.23246997249089,3.24718362729597,9.74308025729515,2.18506087083302,5.4384809239295,8.32726116220987,3.27294841970122,11.0942580521815,2.67994379893163,6.34872942081914,9.22248790537471,3.79352590427911,13.272708196421,3.10784254851581,11.2420805458776,15.5257397166769,5.65795899596312,23.1732301104097,4.52201213510092
"281",2020-12-06,4.59499509856484,7.19152436984107,3.29789619216993,9.61174005300615,2.16642383206659,5.51988548816632,8.20033790999703,3.26467353321334,11.3211740328237,2.77901207145245,6.44180695604987,9.629892546548,3.87620757028053,13.4812315830945,3.20404637090919,11.9608737139057,16.6467714587544,6.35264462645283,24.6201105551945,4.72890050646025
"282",2020-12-07,4.58566980817461,7.03835565587008,3.37094859438333,9.89593256969553,2.14955637027679,5.56911924483911,8.30160110658086,3.20411847026101,11.6651784765124,2.79163211697803,6.65232444961807,9.61994167398259,3.78294569981612,14.0031705851441,3.34546671351419,12.7405847589504,17.4459164276343,7.03196940764108,25.9084807543785,4.97667999272607
"283",2020-12-08,4.84840189112476,6.94772708833957,3.35871013584117,9.58418409290209,2.10546044203734,5.45831566296263,8.13443184749134,3.20397130117694,12.0434847403631,2.88299196342614,6.96567815929773,9.60843280476645,3.91408323758193,14.6208069285155,3.51338055875315,13.8733332332212,18.7940108478739,7.69053801759019,27.9776668746699,5.35233593863464
"284",2020-12-09,5.01341353964233,7.22632059120036,3.43371309159336,9.66625733440355,2.18188234014575,5.4958754331231,8.4970895929176,3.37091723280145,12.2516025938638,2.82823009310304,7.33052625055347,10.1762647989709,4.13722095899332,15.6255826780112,3.62037002522832,15.0677584182253,20.4693024734601,8.52316695835533,29.7192461840808,5.71990766970936
"285",2020-12-10,4.83214824155948,7.44313620986465,3.42454182542239,9.71952016768491,2.21103807384086,5.77382937262114,8.18817504468574,3.6497458430407,12.2454710140792,2.9474565306379,7.36815502733494,10.4658306381226,4.27358556845957,16.0737814014791,3.77592171144605,16.08935498241,22.3756424488773,9.20522100495148,31.9127325686786,6.05700782152376
"286",2020-12-11,4.95294169557184,7.32348148475409,3.28576229091748,10.0767685920433,2.12236964517775,6.08977053858518,8.07009649731616,3.60350576137888,11.8308081406979,3.10167218937953,7.55791637559662,11.0984722220356,4.3545295295993,16.0490816563038,3.90946395147268,16.9639323271463,24.7710484992057,9.53729521405309,34.0961783049068,6.30266560670959
"287",2020-12-12,5.09771060388446,7.46396619311681,3.36672028889424,9.90326920540111,2.19586219273708,5.89647630238912,8.24801489190366,3.52274356464137,11.8992541638989,3.04858914050409,7.70253015902464,11.0898458842791,4.44881324870265,15.8249881469554,3.83642720589448,18.6186020890399,26.7776025812618,10.4663075508987,35.8120004328158,6.84173771786087
